群里定制_9527,#genre#
广东嘉佳卡通,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=130&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州法治,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=46&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
增城综合,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
茂名综合,http://dslive.grtn.cn/mmzh/sd/live.m3u8
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
平远综合,https://p2.weizan.cn/1033266991/615876688276112015/live.m3u8
五华电视台,http://p2.weizan.cn/2100036413/734648609627739039/live.m3u8
五华信息,http://p2.weizan.cn/2100036413/503944748097837211/live.m3u8
丰顺综合,https://p2.weizan.cn/1033266991/776920781637802678/live.m3u8
丰顺影视,https://p2.weizan.cn/1033266991/748750643185685521/live.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
惠州新闻综合,http://dslive.grtn.cn/hzzh/sd/live.m3u8
揭阳综合,http://dslive.grtn.cn/jyzh/sd/live.m3u8
肇庆综合,http://dslive.grtn.cn/zqzh/sd/live.m3u8
清远综合,http://dslive.grtn.cn/qyzh/sd/live.m3u8
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8
清新公共,http://hls.wiseqx.com/live/qxgg.m3u8
江苏城市,http://223.110.246.69/ott.js.chinamobile.com/PLTV/4/224/3221225929/index.m3u8
江苏公共新闻,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221225925/index.m3u8
江苏综艺,http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221225931/index.m3u8
常州新闻综合,http://223.110.246.80/ott.js.chinamobile.com/PLTV/4/224/3221227899/index.m3u8
常州都市,http://223.110.246.82/ott.js.chinamobile.com/PLTV/4/224/3221227955/index.m3u8
常州生活,http://223.110.246.80/ott.js.chinamobile.com/PLTV/4/224/3221227902/index.m3u8
常州公共,http://223.110.246.82/ott.js.chinamobile.com/PLTV/4/224/3221227905/index.m3u8
内蒙古卫视 1080,http://live.m2oplus.nmtv.cn/1/playlist.m3u8
内蒙古蒙语文化 1080,http://live5.m2oplus.nmtv.cn/5/playlist.m3u8
内蒙古蒙语文化 1080,http://live5.m2oplus.nmtv.cn/5/sd/live.m3u8
内蒙古经济生活 1080,http://live5.m2oplus.nmtv.cn/2/playlist.m3u8
内蒙古经济生活 1080,http://live5.m2oplus.nmtv.cn/2/sd/live.m3u8
内蒙古农牧 1080,http://live4.m2oplus.nmtv.cn/6/playlist.m3u8
内蒙古农牧 1080,http://live4.m2oplus.nmtv.cn/6/sd/live.m3u8
内蒙古少儿 1080,http://live5.m2oplus.nmtv.cn/4/playlist.m3u8
内蒙古少儿 1080,http://live5.m2oplus.nmtv.cn/4/sd/live.m3u8
内蒙古文体娱乐 1080,http://live4.m2oplus.nmtv.cn/8/playlist.m3u8
内蒙古文体娱乐 1080,http://live4.m2oplus.nmtv.cn/8/sd/live.m3u8
江苏-徐州一台,http://183.207.249.15/PLTV/3/224/3221225945/index.m3u8
北京科教,http://183.207.249.7/PLTV/3/224/3221225574/index.m3u8
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=ace136d16e3700972b06cca5316b34d8&t=1577153432
浙江经视,http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8?k=3bc164885721feecc386b066a39b8567&t=1577153471
浙江影视娱乐,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8?k=79b277c166767a9e072b9629b446d4e9&t=1577153637
浙江6套,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702
浙江新闻频道,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江留学频道,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8?k=e50bfc43311fc5aecad39f294634bb01&t=1577153817
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
上海新闻综合,http://183.207.255.188/live/program/live/xwzhhd/4000000/mnf.m3u8
上海东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
亲子卡通,#genre#
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
福建少儿 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226960/index.m3u8
Hot少儿动漫 720,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/01.m3u8?fmt=ts2hls
CNTV动画王国,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8
优漫卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/youmankaton/1.m3u8
优漫卡通,http://117.136.156.107/PLTV/88888888/224/3221225556/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
金鹰卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/jinyingkaton/1.m3u8
金鹰卡通,http://101.71.255.229:6610/zjhs/2/10030/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
金鹰卡通,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227018/index.m3u8
金鹰卡通,http://117.136.156.107/PLTV/88888888/224/3221225552/index.m3u8
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
卡酷少儿,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/kakukaton/1.m3u8
卡酷少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
KiD动画,http://101.71.255.229:6610/zjhs/2/10043/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-14少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14少儿,http://39.135.138.58:18890/PLTV/88888910/224/3221225640/index.m3u8
嘉佳卡通,http://101.71.255.229:6610/zjhs/2/10026/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
嘉佳卡通,http://117.136.156.107/PLTV/88888888/224/3221225637/index.m3u8
哈哈炫动,http://112.25.48.13/live/program/live/hhxdhd/4000000/mnf.m3u8
动漫秀场,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
黑莓动画,http://111.12.102.68:6610/PLTV/77777777/224/3221225710/index.m3u8?
甘肃少儿,http://39.134.39.39/PLTV/88888888/224/3221226289/index.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
山东少儿,http://livealone302.iqilu.com/iqilu/sepd.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
IPTV淘BABY,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8
体育娱乐,#genre#
蒙古足球,http://nmglive.imfc.cn/5n1r1c/182396.m3u8
央视台球,http://39.134.19.246:6610/yinhe/2/ch00000090990000001669/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=RR412920210403002853601204
篮球,http://223.110.241.137:6610/gitv/live1/G_LANQIU/G_LANQIU/.m3u8
吉林篮球电信,http://stream1.jlntv.cn/lqpd/sd/live.m3u8
上海五星体育,http://183.207.255.188/live/program/live/ssty/4000000/mnf.m3u8
五星体育频道,http://183.207.255.188/live/program/live/ssty/2300000/mnf.m3u8
CCTV-5体育,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221227401/index.m3u8
CNTV完美游戏,http://183.207.249.7/PLTV/3/224/3221225539/index.m3u8
咪咕视频·PP体育1,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
咪咕视频·PP体育2,http://39.135.38.13/PLTV/88888888/224/3221225970/index.m3u8
新视觉台,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
劲爆体育,http://183.207.255.188/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
SiTV动漫秀场 1080,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV游戏风云 1080,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
SiTV欢笑剧场 1080,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
SiTV极速汽车 1080,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
虎牙娱乐,#genre#
埋堆堆1,http://qj.yyrjdp.cn/jiuban/huya.php?id=23728665
埋堆堆2,http://qj.yyrjdp.cn/jiuban/huya.php?id=23746691
埋堆堆3,http://qj.yyrjdp.cn/jiuban/huya.php?id=23749083
埋堆堆4,http://qj.yyrjdp.cn/jiuban/huya.php?id=23860039
埋堆堆5,http://qj.yyrjdp.cn/jiuban/huya.php?id=23740162
埋堆堆6,http://qj.yyrjdp.cn/jiuban/huya.php?id=23903142
埋堆堆7,http://qj.yyrjdp.cn/jiuban/huya.php?id=23903130
埋堆堆8,http://qj.yyrjdp.cn/jiuban/huya.php?id=23864973
埋堆堆9,http://qj.yyrjdp.cn/jiuban/huya.php?id=23865124
埋堆堆10,http://qj.yyrjdp.cn/jiuban/huya.php?id=23865132
埋堆堆11,http://qj.yyrjdp.cn/jiuban/huya.php?id=23728647
象棋1,http://qj.yyrjdp.cn/jiuban/huya.php?id=610553
象棋2,http://qj.yyrjdp.cn/jiuban/huya.php?id=21359045
象棋3,http://qj.yyrjdp.cn/jiuban/huya.php?id=zgxqyzqy
象棋4,http://qj.yyrjdp.cn/jiuban/huya.php?id=20533006
象棋5,http://qj.yyrjdp.cn/jiuban/huya.php?id=23926276
周星驰,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342412
林正英,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342421
成龙,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342386
李连杰,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342390
赌片,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342399
黑帮,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336719
吴京,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602045
科幻动作,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352964
国产喜剧,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602044
丧尸,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352962
五福星,http://qj.yyrjdp.cn/jiuban/huya.php?id=11282233
甄子丹,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352935
卧底警匪,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352886
周润发,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342387
变形金刚,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342433
沈腾,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601968
盗墓系列,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352913
洪金宝,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342427
灾难电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352871
终结者电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352979
徐峥,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602043
漫威,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602075
刘德华,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342424
韩国犯罪动作,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601956
速度与激情,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352949
香港恐怖,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601960
异性怪物,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352938
历年贺岁档,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601986
杰森斯坦森,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336572
港产搞笑,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342423
复仇者联盟,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602041
惊悚,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342432
黑帮电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342419
史诗战争,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342435
丧尸2,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342422
粤语港片,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352894
钢铁侠,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602034
机甲电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352876
猎奇电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601970
韩国电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352880
欧美特工,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602069
加勒比海盗,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602046
指环王,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352916
哈利波特,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352906
电锯惊魂,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342437
最佳拍档,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342397
金庸电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352897
热血高校,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342402
许氏电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602033
第一滴血,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352934
小丑电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352941
外国电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342428
游戏改编电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=10871113
奥斯卡提名,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352969
黑夜传说,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352881
开心鬼,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342388
香港霸王花,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352909
爱情公寓,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336726
武林外传,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352915
插翅难逃,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352940
神探狄仁杰,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352958
家有儿女,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352872
少年包青天,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342393
好先生,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352973
火蓝刀锋,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336592
知否知否,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602068
士兵突击,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342430
搞笑一家人,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601978
少帅,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342414
生活大爆炸,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352959
卫国无敌,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336578
大宅门,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601982
鹿鼎记陈小春,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352910
炊事班的故事,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352895
齐天大圣孙悟空,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342395
正阳门下,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352965
命案十三宗,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601981
永不磨灭的番号,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352875
倚天屠龙记,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342403
我和僵尸有个约会,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352948
三生三世,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602085
龙门镖局,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352874
老九门,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352887
潜伏,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601958
屌丝男士,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342420
西游记,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602031
民兵葛二蛋,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602072
大染坊,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352905
芈月传,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352918
伪装者,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602086
我的兄弟叫顺溜,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601957
还珠格格,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342415
天龙八部胡军,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602036
新倚天屠龙记,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602067
韩剧剧场,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352904
欢乐颂,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601979
法证先锋,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342398
神话,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602074
医馆笑传,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352891
情满四合院,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342426
父母爱情,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352920
毛骗,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352912
都挺好,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602084
老友记,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352945
香蜜沉沉,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352892
我的团长我的团,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342416
大宋提刑官,http://qj.yyrjdp.cn/jiuban/huya.php?id=11279251
爱死亡机器人,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601964
魔幻手机,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602065
行尸走肉,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352963
旋风十一人,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342400
猪八戒系列,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352877
犬夜叉,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352893
王子变青蛙,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352960
我的前半生,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601971
新神雕侠侣古天乐,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352878
我们结婚吧,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342394
极品家丁,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352884
血色浪漫,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602055
花千骨,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602058
聊斋志异,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602054
高分韩剧,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352903
射雕英雄传朱茵,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342438
欢喜密探,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336590
黑洞,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602088
韩剧探案,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336725
我非英雄,http://qj.yyrjdp.cn/jiuban/huya.php?id=19524135
勇敢的心,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602037
极限男人帮,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352914
奔跑吧兄弟,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601972
向往的生活,http://qj.yyrjdp.cn/jiuban/huya.php?id=11342436
Running Man,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352883
明星大侦探,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336579
相声小品,http://qj.yyrjdp.cn/jiuban/huya.php?id=11336593
王牌对王牌,http://qj.yyrjdp.cn/jiuban/huya.php?id=11601961
变形记,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352966
笑傲江湖,http://qj.yyrjdp.cn/jiuban/huya.php?id=11352937
中国达人秀,http://qj.yyrjdp.cn/jiuban/huya.php?id=11602047
恐怖短片,http://qj.yyrjdp.cn/jiuban/huya.php?id=17098448
小虎牙,http://qj.yyrjdp.cn/jiuban/huya.php?id=17904870
阿斗归来了,http://qj.yyrjdp.cn/jiuban/huya.php?id=adgll
陈翔六点半,http://qj.yyrjdp.cn/jiuban/huya.php?id=cxldb
扁豆看电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=bdcmovie
科幻五分钟,http://qj.yyrjdp.cn/jiuban/huya.php?id=kh1905
恐怖地带,http://qj.yyrjdp.cn/jiuban/huya.php?id=16741179
吾聊电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=16424416
Big笑工坊,http://qj.yyrjdp.cn/jiuban/huya.php?id=14776702
斌哥搬砖,http://qj.yyrjdp.cn/jiuban/huya.php?id=18632116
电影最TOP,http://qj.yyrjdp.cn/jiuban/huya.php?id=topfilm
亮哥讲电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=16144175
李小哇僵尸,http://qj.yyrjdp.cn/jiuban/huya.php?id=18441722
小丑讲电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=16857432
好尸,http://qj.yyrjdp.cn/jiuban/huya.php?id=15981239
越哥说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=yuegemovie
俗哥说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=15452736
小川侃电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=15870999
熊妹撩电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=xiongmei666
来呀官人,http://qj.yyrjdp.cn/jiuban/huya.php?id=15763558
鲁班爱看剧,http://qj.yyrjdp.cn/jiuban/huya.php?id=17139168
噔噔悬疑社,http://qj.yyrjdp.cn/jiuban/huya.php?id=17445539
幻海神作,http://qj.yyrjdp.cn/jiuban/huya.php?id=17105786
鱼丸说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=16615910
阿良讲电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=20488841
止戈电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=19863777
一口毒奶,http://qj.yyrjdp.cn/jiuban/huya.php?id=16144261
刘老师说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=20289754
一朵老香菇,http://qj.yyrjdp.cn/jiuban/huya.php?id=15967689
电影狂人,http://qj.yyrjdp.cn/jiuban/huya.php?id=18715610
空空说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=kksdy
乌贼君,http://qj.yyrjdp.cn/jiuban/huya.php?id=16604522
王知无,http://qj.yyrjdp.cn/jiuban/huya.php?id=16010446
老吴说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=16740471
谷阿莫,http://qj.yyrjdp.cn/jiuban/huya.php?id=amogood
韩三金,http://qj.yyrjdp.cn/jiuban/huya.php?id=15494057
赵非同,http://qj.yyrjdp.cn/jiuban/huya.php?id=19445837
低调新说,http://qj.yyrjdp.cn/jiuban/huya.php?id=20578977
涵哥评电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=neihan
老电影故事,http://qj.yyrjdp.cn/jiuban/huya.php?id=15267139
老炮说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=15454716
阿祥说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=16868935
疯狂解说家,http://qj.yyrjdp.cn/jiuban/huya.php?id=18366196
马桶吐槽,http://qj.yyrjdp.cn/jiuban/huya.php?id=17089779
默爷侃电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=17204307
晓杰侃电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=17279509
娘子说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=18964209
Low君,http://qj.yyrjdp.cn/jiuban/huya.php?id=17147314
影视新起点,http://qj.yyrjdp.cn/jiuban/huya.php?id=16102581
嫦娥撩电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=18201106
猎影派,http://qj.yyrjdp.cn/jiuban/huya.php?id=16099968
方头人讲故事,http://qj.yyrjdp.cn/jiuban/huya.php?id=16604314
比尔电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=17227870
正经的瓜皮酱,http://qj.yyrjdp.cn/jiuban/huya.php?id=19810875
沫漾电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=15556391
春寒一夜,http://qj.yyrjdp.cn/jiuban/huya.php?id=20702189
影音炫客,http://qj.yyrjdp.cn/jiuban/huya.php?id=17811579
虎妞说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=20343144
雷舌电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=18368038
关灯看大片,http://qj.yyrjdp.cn/jiuban/huya.php?id=16135863
电影充电站,http://qj.yyrjdp.cn/jiuban/huya.php?id=20064385
小南瓜解说,http://qj.yyrjdp.cn/jiuban/huya.php?id=17462972
可乐撩电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=20045465
性格刺青,http://qj.yyrjdp.cn/jiuban/huya.php?id=cq666
小冉看电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=17341907
韩小囧说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=20695907
小林讲电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=18368391
电影享不停,http://qj.yyrjdp.cn/jiuban/huya.php?id=16873147
小冷说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=16739452
这剧很火,http://qj.yyrjdp.cn/jiuban/huya.php?id=19811530
无比看电影精选,http://qj.yyrjdp.cn/jiuban/huya.php?id=19450129
葫芦娃小剧场,http://qj.yyrjdp.cn/jiuban/huya.php?id=17323378
Sir说电影,http://qj.yyrjdp.cn/jiuban/huya.php?id=sirdy
泡面微剧场,http://qj.yyrjdp.cn/jiuban/huya.php?id=18368221
彤颜童语,http://qj.yyrjdp.cn/jiuban/huya.php?id=19398022
电影十里廊,http://qj.yyrjdp.cn/jiuban/huya.php?id=16801558
万人影视,http://qj.yyrjdp.cn/jiuban/huya.php?id=16914870
阿钙扒瞎,http://qj.yyrjdp.cn/jiuban/huya.php?id=15978172
USA大蛇恐怖,http://qj.yyrjdp.cn/jiuban/huya.php?id=19564134
恐怖游戏,http://qj.yyrjdp.cn/jiuban/huya.php?id=17023374
权力的游戏,http://qj.yyrjdp.cn/jiuban/huya.php?id=qiaowoshuoplay
南西视频,http://qj.yyrjdp.cn/jiuban/huya.php?id=16913382
